constraint_id,s,p,o,cdate,cuser,ddate,duser,history_file,match_status
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q28094296,wdt:P1196,wd:Q132821,2018-06-19T09:11:46Z,Infovarius,2018-06-20T00:01:19Z,KrBot,20250501-triple-pages-meta-history17-p29784854p29822012.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q28599870,wdt:P1196,wd:Q132821,2018-02-03T22:20:07Z,Save,2018-02-04T17:22:53Z,KrBot,20250501-triple-pages-meta-history17-p30270463p30293478.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29016629,wdt:P1196,wd:Q132821,2017-09-22T14:51:54Z,Gorlingor,2018-02-04T17:22:50Z,KrBot,20250501-triple-pages-meta-history17-p30614705p30683017.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29034632,wdt:P1196,wd:Q132821,2018-06-19T08:36:55Z,KrBot,2018-06-19T08:36:56Z,KrBot,20250501-triple-pages-meta-history17-p30683018p30762481.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29034632,wdt:P1196,wd:Q132821,2018-06-19T09:12:05Z,Infovarius,2018-06-20T00:01:14Z,KrBot,20250501-triple-pages-meta-history17-p30683018p30762481.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29419586,wdt:P1196,wd:Q132821,2018-06-19T08:36:53Z,KrBot,2018-06-19T08:36:54Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29419586,wdt:P1196,wd:Q132821,2018-06-19T09:12:12Z,Infovarius,2018-06-20T00:01:13Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29419586,wdt:P1196,wd:Q132821,2018-06-19T08:36:53Z,KrBot,2018-06-19T08:36:54Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29419586,wdt:P1196,wd:Q132821,2018-06-19T09:12:12Z,Infovarius,2018-06-20T00:01:13Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29424926,wdt:P1196,wd:Q132821,2018-06-19T08:36:51Z,KrBot,2018-06-19T08:36:52Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29424926,wdt:P1196,wd:Q132821,2018-06-19T09:12:18Z,Infovarius,2018-06-20T00:01:12Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29424926,wdt:P1196,wd:Q132821,2018-06-19T08:36:51Z,KrBot,2018-06-19T08:36:52Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29424926,wdt:P1196,wd:Q132821,2018-06-19T09:12:18Z,Infovarius,2018-06-20T00:01:12Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29444200,wdt:P1196,wd:Q132821,2018-06-19T08:36:50Z,KrBot,2018-06-19T08:36:51Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29444200,wdt:P1196,wd:Q132821,2018-06-19T09:12:24Z,Infovarius,2018-06-20T00:01:10Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29444200,wdt:P1196,wd:Q132821,2018-06-19T08:36:50Z,KrBot,2018-06-19T08:36:51Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29444200,wdt:P1196,wd:Q132821,2018-06-19T09:12:24Z,Infovarius,2018-06-20T00:01:10Z,KrBot,20250501-triple-pages-meta-history17-p31029409p31108165.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29471311,wdt:P1196,wd:Q132821,2018-06-19T08:36:47Z,KrBot,2018-06-19T08:36:49Z,KrBot,20250501-triple-pages-meta-history17-p31108166p31168998.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29471311,wdt:P1196,wd:Q132821,2018-06-19T09:12:30Z,Infovarius,2018-06-20T00:01:09Z,KrBot,20250501-triple-pages-meta-history17-p31108166p31168998.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29471311,wdt:P1196,wd:Q132821,2018-06-19T08:36:47Z,KrBot,2018-06-19T08:36:49Z,KrBot,20250501-triple-pages-meta-history17-p31108166p31168998.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29471311,wdt:P1196,wd:Q132821,2018-06-19T09:12:30Z,Infovarius,2018-06-20T00:01:09Z,KrBot,20250501-triple-pages-meta-history17-p31108166p31168998.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29860270,wdt:P1196,wd:Q132821,2017-05-11T20:29:32Z,Save,2017-08-20T10:27:03Z,PLbot,20250501-triple-pages-meta-history17-p31469801p31526442.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29860270,wdt:P1196,wd:Q132821,2017-12-10T21:43:48Z,Save,2018-02-04T17:22:48Z,KrBot,20250501-triple-pages-meta-history17-p31469801p31526442.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29860270,wdt:P1196,wd:Q132821,2017-05-11T20:29:32Z,Save,2017-08-20T10:27:03Z,PLbot,20250501-triple-pages-meta-history17-p31469801p31526442.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29860270,wdt:P1196,wd:Q132821,2017-12-10T21:43:48Z,Save,2018-02-04T17:22:48Z,KrBot,20250501-triple-pages-meta-history17-p31469801p31526442.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29967338,wdt:P1196,wd:Q132821,,,,,,not_found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29981510,wdt:P1196,wd:Q132821,2018-06-19T08:36:46Z,KrBot,2018-06-19T08:36:47Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29981510,wdt:P1196,wd:Q132821,2018-06-19T09:12:36Z,Infovarius,2018-06-20T00:01:08Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29981510,wdt:P1196,wd:Q132821,2018-06-19T08:36:46Z,KrBot,2018-06-19T08:36:47Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q29981510,wdt:P1196,wd:Q132821,2018-06-19T09:12:36Z,Infovarius,2018-06-20T00:01:08Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30014921,wdt:P1196,wd:Q132821,2017-05-22T15:18:01Z,Fjrc282a,2017-08-20T10:27:19Z,PLbot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30015002,wdt:P1196,wd:Q132821,2017-05-22T16:17:47Z,Fjrc282a,2017-08-20T10:27:21Z,PLbot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30016881,wdt:P1196,wd:Q132821,2018-01-23T15:24:26Z,Fjrc282a,2018-02-04T17:22:45Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30017116,wdt:P1196,wd:Q132821,2018-02-23T07:21:04Z,Fjrc282a,2018-02-26T12:21:48Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30017420,wdt:P1196,wd:Q132821,2017-05-23T07:28:22Z,Fjrc282a,2017-08-20T10:27:25Z,PLbot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30017539,wdt:P1196,wd:Q132821,2017-08-16T16:57:21Z,Marklar2007,2017-08-20T10:27:27Z,PLbot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30018876,wdt:P1196,wd:Q132821,2018-01-23T15:44:00Z,Fjrc282a,2018-02-04T17:22:44Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30018922,wdt:P1196,wd:Q132821,2018-01-23T15:38:57Z,Fjrc282a,2018-02-04T17:22:42Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30018964,wdt:P1196,wd:Q132821,2018-01-23T14:57:34Z,Fjrc282a,2018-02-04T17:22:41Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30027054,wdt:P1196,wd:Q132821,2018-06-19T08:36:44Z,KrBot,2018-06-19T08:36:45Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30027054,wdt:P1196,wd:Q132821,2018-06-19T09:12:42Z,Infovarius,2018-06-20T00:01:06Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30034697,wdt:P1196,wd:Q132821,2018-01-23T16:01:43Z,Fjrc282a,2018-02-04T17:22:39Z,KrBot,20250501-triple-pages-meta-history17-p31589952p31660259.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30063299,wdt:P1196,wd:Q132821,2017-05-26T19:22:27Z,Save,2017-08-20T10:27:29Z,PLbot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30063299,wdt:P1196,wd:Q132821,2017-12-09T14:04:46Z,Save,2018-02-04T17:22:36Z,KrBot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30076334,wdt:P1196,wd:Q132821,2017-12-09T14:14:59Z,Save,2018-02-04T17:22:34Z,KrBot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30089361,wdt:P1196,wd:Q132821,2017-05-29T21:30:26Z,Save,2017-08-20T10:27:31Z,PLbot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30092820,wdt:P1196,wd:Q132821,2018-06-19T08:36:42Z,KrBot,2018-06-19T08:36:43Z,KrBot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30092820,wdt:P1196,wd:Q132821,2018-06-19T09:12:48Z,Infovarius,2018-06-20T00:01:05Z,KrBot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30092820,wdt:P1196,wd:Q132821,2018-06-19T08:36:42Z,KrBot,2018-06-19T08:36:43Z,KrBot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30092820,wdt:P1196,wd:Q132821,2018-06-19T09:12:48Z,Infovarius,2018-06-20T00:01:05Z,KrBot,20250501-triple-pages-meta-history17-p31660260p31710573.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30127666,wdt:P1196,wd:Q132821,2017-06-10T08:35:02Z,Save,2017-08-20T10:27:33Z,PLbot,20250501-triple-pages-meta-history18-p31710877p31771850.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30127666,wdt:P1196,wd:Q132821,2017-12-10T21:39:26Z,Save,2018-02-04T17:22:32Z,KrBot,20250501-triple-pages-meta-history18-p31710877p31771850.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30127666,wdt:P1196,wd:Q132821,2017-06-10T08:35:02Z,Save,2017-08-20T10:27:33Z,PLbot,20250501-triple-pages-meta-history18-p31710877p31771850.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30127666,wdt:P1196,wd:Q132821,2017-12-10T21:39:26Z,Save,2018-02-04T17:22:32Z,KrBot,20250501-triple-pages-meta-history18-p31710877p31771850.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30127671,wdt:P1196,wd:Q132821,2017-06-04T20:45:21Z,Save,2017-08-20T10:27:35Z,PLbot,20250501-triple-pages-meta-history18-p31710877p31771850.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30230509,wdt:P1196,wd:Q132821,2017-12-10T21:37:15Z,Save,2018-02-04T17:22:30Z,KrBot,20250501-triple-pages-meta-history18-p31836282p31889951.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30260456,wdt:P1196,wd:Q132821,2017-12-10T21:25:05Z,Save,2018-02-04T17:22:28Z,KrBot,20250501-triple-pages-meta-history18-p31836282p31889951.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30260456,wdt:P1196,wd:Q132821,2018-02-04T21:18:41Z,Save,2018-02-04T22:06:21Z,KrBot,20250501-triple-pages-meta-history18-p31836282p31889951.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30260456,wdt:P1196,wd:Q132821,2017-12-10T21:25:05Z,Save,2018-02-04T17:22:28Z,KrBot,20250501-triple-pages-meta-history18-p31836282p31889951.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30260456,wdt:P1196,wd:Q132821,2018-02-04T21:18:41Z,Save,2018-02-04T22:06:21Z,KrBot,20250501-triple-pages-meta-history18-p31836282p31889951.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30320018,wdt:P1196,wd:Q132821,2017-06-17T15:09:37Z,Bradoman,2017-08-20T10:27:37Z,PLbot,20250501-triple-pages-meta-history18-p31923612p31971722.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q30332124,wdt:P1196,wd:Q132821,2017-12-10T21:31:39Z,Save,2018-02-04T17:22:26Z,KrBot,20250501-triple-pages-meta-history18-p31923612p31971722.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q31787093,wdt:P1196,wd:Q132821,2017-07-03T19:06:05Z,Eingangskontrolle,2017-08-20T10:27:39Z,PLbot,20250501-triple-pages-meta-history18-p33271798p33402667.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q33319711,wdt:P1196,wd:Q132821,2018-06-19T08:36:34Z,KrBot,2018-06-19T08:36:36Z,KrBot,20250501-triple-pages-meta-history18-p34756895p34799180.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q33319711,wdt:P1196,wd:Q132821,2018-06-19T09:13:00Z,Infovarius,2018-06-20T00:01:00Z,KrBot,20250501-triple-pages-meta-history18-p34756895p34799180.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q33319711,wdt:P1196,wd:Q132821,2018-06-19T08:36:34Z,KrBot,2018-06-19T08:36:36Z,KrBot,20250501-triple-pages-meta-history18-p34756895p34799180.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q33319711,wdt:P1196,wd:Q132821,2018-06-19T09:13:00Z,Infovarius,2018-06-20T00:01:00Z,KrBot,20250501-triple-pages-meta-history18-p34756895p34799180.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q33518550,wdt:P1196,wd:Q132821,2017-07-27T14:54:15Z,Sandien,2017-08-20T10:27:41Z,PLbot,20250501-triple-pages-meta-history18-p34962925p35003419.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q35525972,wdt:P1196,wd:Q132821,2018-06-19T08:36:31Z,KrBot,2018-06-19T08:36:33Z,KrBot,20250501-triple-pages-meta-history19-p36857684p36928344.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q35525972,wdt:P1196,wd:Q132821,2018-06-19T09:13:06Z,Infovarius,2018-06-20T00:00:58Z,KrBot,20250501-triple-pages-meta-history19-p36857684p36928344.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q38215533,wdt:P1196,wd:Q132821,2017-08-31T07:02:00Z,Benoît Prieur,2017-08-31T07:14:22Z,Benoît Prieur,20250501-triple-pages-meta-history19-p39569554p39601527.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q39081252,wdt:P1196,wd:Q132821,2018-06-19T08:36:26Z,KrBot,2018-06-19T08:36:27Z,KrBot,20250501-triple-pages-meta-history20-p40403827p40443392.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q39081252,wdt:P1196,wd:Q132821,2018-06-19T09:13:18Z,Infovarius,2018-06-20T00:00:55Z,KrBot,20250501-triple-pages-meta-history20-p40403827p40443392.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q39081252,wdt:P1196,wd:Q132821,2018-06-19T08:36:26Z,KrBot,2018-06-19T08:36:27Z,KrBot,20250501-triple-pages-meta-history20-p40403827p40443392.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q39081252,wdt:P1196,wd:Q132821,2018-06-19T09:13:18Z,Infovarius,2018-06-20T00:00:55Z,KrBot,20250501-triple-pages-meta-history20-p40403827p40443392.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41481777,wdt:P1196,wd:Q132821,2017-10-02T10:47:50Z,Спасимир,2018-02-04T17:22:17Z,KrBot,20250501-triple-pages-meta-history20-p42774174p42829269.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41531424,wdt:P1196,wd:Q132821,2018-06-19T08:36:23Z,KrBot,2018-06-19T08:36:24Z,KrBot,20250501-triple-pages-meta-history20-p42829270p42868163.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41531424,wdt:P1196,wd:Q132821,2018-06-19T09:13:30Z,Infovarius,2018-06-20T00:00:52Z,KrBot,20250501-triple-pages-meta-history20-p42829270p42868163.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41713165,wdt:P1196,wd:Q132821,2018-06-19T08:36:20Z,KrBot,2018-06-19T08:36:21Z,KrBot,20250501-triple-pages-meta-history20-p42995937p43041605.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41713165,wdt:P1196,wd:Q132821,2018-06-19T09:13:36Z,Infovarius,2018-06-20T00:00:50Z,KrBot,20250501-triple-pages-meta-history20-p42995937p43041605.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41713165,wdt:P1196,wd:Q132821,2018-06-19T08:36:20Z,KrBot,2018-06-19T08:36:21Z,KrBot,20250501-triple-pages-meta-history20-p42995937p43041605.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q41713165,wdt:P1196,wd:Q132821,2018-06-19T09:13:36Z,Infovarius,2018-06-20T00:00:50Z,KrBot,20250501-triple-pages-meta-history20-p42995937p43041605.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-11T11:51:10Z,&beer&love,2017-12-17T17:34:05Z,193.125.183.171,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-18T04:10:15Z,Irn,2017-12-20T15:48:08Z,81.39.251.133,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2018-06-19T08:36:16Z,KrBot,2018-06-19T08:36:17Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2018-06-19T09:13:48Z,Infovarius,2018-06-20T00:00:47Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2020-07-02T09:46:18Z,217.217.148.196,2020-07-03T11:05:45Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2020-10-24T08:43:59Z,93.176.177.7,2020-10-24T09:09:51Z,Lymantria,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2024-12-11T17:17:55Z,2A02:9130:8031:7CD7:D0C:2D7D:AA94:FC8F,,,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-11T11:51:10Z,&beer&love,2017-12-17T17:34:05Z,193.125.183.171,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-18T04:10:15Z,Irn,2017-12-20T15:48:08Z,81.39.251.133,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2018-06-19T08:36:16Z,KrBot,2018-06-19T08:36:17Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2018-06-19T09:13:48Z,Infovarius,2018-06-20T00:00:47Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2020-07-02T09:46:18Z,217.217.148.196,2020-07-03T11:05:45Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2020-10-24T08:43:59Z,93.176.177.7,2020-10-24T09:09:51Z,Lymantria,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2024-12-11T17:17:55Z,2A02:9130:8031:7CD7:D0C:2D7D:AA94:FC8F,,,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-11T11:51:10Z,&beer&love,2017-12-17T17:34:05Z,193.125.183.171,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-18T04:10:15Z,Irn,2017-12-20T15:48:08Z,81.39.251.133,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2018-06-19T08:36:16Z,KrBot,2018-06-19T08:36:17Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2018-06-19T09:13:48Z,Infovarius,2018-06-20T00:00:47Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2020-07-02T09:46:18Z,217.217.148.196,2020-07-03T11:05:45Z,KrBot,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2020-10-24T08:43:59Z,93.176.177.7,2020-10-24T09:09:51Z,Lymantria,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2024-12-11T17:17:55Z,2A02:9130:8031:7CD7:D0C:2D7D:AA94:FC8F,,,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-11T11:51:10Z,&beer&love,2017-12-17T17:34:05Z,193.125.183.171,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q42295317,wdt:P1196,wd:Q132821,2017-12-18T04:10:15Z,Irn,2017-12-20T15:48:08Z,81.39.251.133,20250501-triple-pages-meta-history20-p43563910p43635435.csv,found
