constraint_id,s,p,o
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q27922149,wdt:P1196,wd:Q3966286
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q84296,wdt:P1196,wd:Q4117588
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q460294,wdt:P1196,wd:Q4317891
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q585062,wdt:P1196,wd:Q4317891
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q1377638,wdt:P1196,wd:Q4317891
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q3224418,wdt:P1196,wd:Q4317891
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q313117,wdt:P1196,wd:Q5710433
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q313117,wdt:P1196,wd:Q5710433
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q1354988,wdt:P1196,wd:Q6151015
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q126513,wdt:P1196,wd:Q6496983
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q1402962,wdt:P1196,wd:Q6680005
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q453347,wdt:P1196,wd:Q7434442
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q19198,wdt:P1196,wd:Q7883956
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q475,wdt:P1196,wd:Q9026907
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q3231528,wdt:P1196,wd:Q12298859
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q16864,wdt:P1196,wd:Q14784006
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q130969,wdt:P1196,wd:Q18012374
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q205289,wdt:P1196,wd:Q18012374
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q659564,wdt:P1196,wd:Q18012374
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q4813348,wdt:P1196,wd:Q18012374
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q16200872,wdt:P1196,wd:Q18012374
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q18012362,wdt:P1196,wd:Q18012374
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q4718575,wdt:P1196,wd:Q21142718
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q27965072,wdt:P1196,wd:Q21142718
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q50822864,wdt:P1196,wd:Q21142718
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q234909,wdt:P1196,wd:Q25322558
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q237541,wdt:P1196,wd:Q26216011
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q453347,wdt:P1196,wd:Q26943823
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q776540,wdt:P1196,wd:Q29451965
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q389491,wdt:P1196,wd:Q30612315
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q202285,wdt:P1196,wd:Q44333953
wds:P1196-0B380D8D-FCE0-4DDF-BB14-F40DC95A0974,wd:Q52656732,wdt:P1196,wd:Q52654869
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q13474305,wdt:P122,wd:Q6235
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q218,wdt:P122,wd:Q7174
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q4115189,wdt:P122,wd:Q7174
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q5423040,wdt:P122,wd:Q7174
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q7272
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q7272
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q3216325,wdt:P122,wd:Q7313
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q10742
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q10742
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q10742
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q225,wdt:P122,wd:Q11750
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q29,wdt:P122,wd:Q32162
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1986139,wdt:P122,wd:Q37739
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q229411,wdt:P122,wd:Q43292
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q582861,wdt:P122,wd:Q43292
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q179876,wdt:P122,wd:Q43637
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q161205,wdt:P122,wd:Q44405
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q30,wdt:P122,wd:Q48525
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q6452956,wdt:P122,wd:Q50686
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q2382204,wdt:P122,wd:Q58326
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q146885,wdt:P122,wd:Q70802
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q33731262,wdt:P122,wd:Q70802
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q33732325,wdt:P122,wd:Q70802
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q2382204,wdt:P122,wd:Q71092
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q128135
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q128135
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q4115189,wdt:P122,wd:Q131708
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1187978,wdt:P122,wd:Q133156
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q45813,wdt:P122,wd:Q133311
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q39,wdt:P122,wd:Q170156
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q183318
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q183318
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q183318
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q726798,wdt:P122,wd:Q189898
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q258,wdt:P122,wd:Q192125
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1148907,wdt:P122,wd:Q199683
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1028279,wdt:P122,wd:Q223341
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q168811,wdt:P122,wd:Q236036
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q199707,wdt:P122,wd:Q236036
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q649144,wdt:P122,wd:Q236036
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q139319,wdt:P122,wd:Q239543
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q170603,wdt:P122,wd:Q244741
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q30,wdt:P122,wd:Q330963
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q417633
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q417633
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q678116
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q138837,wdt:P122,wd:Q678116
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q228,wdt:P122,wd:Q683337
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q123716,wdt:P122,wd:Q701632
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q30971,wdt:P122,wd:Q719487
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q58738,wdt:P122,wd:Q842112
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q842931,wdt:P122,wd:Q842112
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q192435,wdt:P122,wd:Q858496
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q259511,wdt:P122,wd:Q872760
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q3960415,wdt:P122,wd:Q914425
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1155768,wdt:P122,wd:Q1177609
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q188712,wdt:P122,wd:Q1192939
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q641138,wdt:P122,wd:Q1411354
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q180573,wdt:P122,wd:Q2897795
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q907112,wdt:P122,wd:Q2897795
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q28260,wdt:P122,wd:Q3154693
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q31,wdt:P122,wd:Q3208952
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1146786,wdt:P122,wd:Q3241965
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q7310094,wdt:P122,wd:Q3446302
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1077776,wdt:P122,wd:Q3564160
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q159,wdt:P122,wd:Q3624078
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q38,wdt:P122,wd:Q3860400
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q38,wdt:P122,wd:Q4209223
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q139377,wdt:P122,wd:Q5486218
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q3624762,wdt:P122,wd:Q7245098
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q45,wdt:P122,wd:Q7314560
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q315636,wdt:P122,wd:Q7417956
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q25441051,wdt:P122,wd:Q10313003
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q10968373,wdt:P122,wd:Q10968373
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q11784930,wdt:P122,wd:Q11784927
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q4363361,wdt:P122,wd:Q12140584
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q34,wdt:P122,wd:Q12297902
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q974087,wdt:P122,wd:Q16886804
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q718763,wdt:P122,wd:Q26215328
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q29,wdt:P122,wd:Q28050776
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q4734209,wdt:P122,wd:Q28050776
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q38,wdt:P122,wd:Q6229
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q4115189,wdt:P122,wd:Q7174
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717,wdt:P122,wd:Q7272
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q13496558,wdt:P122,wd:Q22881
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q641138,wdt:P122,wd:Q28989
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q33,wdt:P122,wd:Q35749
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q146885,wdt:P122,wd:Q49896
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q83286,wdt:P122,wd:Q50686
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q33731745,wdt:P122,wd:Q70802
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q152354,wdt:P122,wd:Q154073
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q81931,wdt:P122,wd:Q170156
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q21666169,wdt:P122,wd:Q188686
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q668,wdt:P122,wd:Q204886
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q183,wdt:P122,wd:Q206287
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q235,wdt:P122,wd:Q208500
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q146885,wdt:P122,wd:Q426759
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q22078933,wdt:P122,wd:Q1332463
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q717112,wdt:P122,wd:Q1409420
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q1835292,wdt:P122,wd:Q1763527
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q7646307,wdt:P122,wd:Q1763527
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q42345769,wdt:P122,wd:Q2700809
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q31,wdt:P122,wd:Q3208952
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q3250697,wdt:P122,wd:Q3507268
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q5594521,wdt:P122,wd:Q7885242
wds:P122-1F83C1BE-5CCF-4920-9C84-31B36B03922E,wd:Q2704093,wdt:P122,wd:Q26334949
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q151866,wdt:P1340,wd:Q496
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q238305,wdt:P1340,wd:Q496
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q260645,wdt:P1340,wd:Q496
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q270068,wdt:P1340,wd:Q496
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1758790,wdt:P1340,wd:Q519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q2300118,wdt:P1340,wd:Q943
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q19479137,wdt:P1340,wd:Q943
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q24368,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q43067,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q43067,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q236520,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q264783,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q441530,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q462298,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q467604,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q735034,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1255380,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1395624,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1782330,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q2020264,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q2339202,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q2685326,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q3735317,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q5105465,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q5409355,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q10312755,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q13105221,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q15136093,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q16549259,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q19056769,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q19587908,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q21286612,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q21286612,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q27890900,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q28039497,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q29257495,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q35275563,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q43389875,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q51880015,wdt:P1340,wd:Q1088
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q77471,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q172303,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q186304,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q242964,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q838097,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q3723442,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q3899985,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q3966728,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q6353074,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q12879083,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q15710470,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q19720072,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q21208813,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q23655842,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q24449693,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q25936450,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q27942411,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q29056748,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q29842899,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q29842899,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q39245779,wdt:P1340,wd:Q3133
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q24368,wdt:P1340,wd:Q3142
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q19479137,wdt:P1340,wd:Q3142
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q47906900,wdt:P1340,wd:Q3142
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q12879083,wdt:P1340,wd:Q23444
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q231536,wdt:P1340,wd:Q23445
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q661491,wdt:P1340,wd:Q23445
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q27907509,wdt:P1340,wd:Q23445
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q55114645,wdt:P1340,wd:Q23445
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1275963,wdt:P1340,wd:Q23786
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q117194,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q261159,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q5736110,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q6698242,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q7901587,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q18226163,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q55076472,wdt:P1340,wd:Q42519
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q120342,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q172303,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q176132,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q270138,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q615078,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1065319,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1156619,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q1472783,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q2096398,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q2881769,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q3337177,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q3746631,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q5108605,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q6127555,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q6726403,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q7334155,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q7852393,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q9021923,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q15056622,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q15407748,wdt:P1340,wd:Q47071
wds:P1340-5714A32F-85B6-4298-B9E4-BEBAF6624C3C,wd:Q18091124,wdt:P1340,wd:Q47071
